,name,city,state,url,rank,tuition,enroll,rank,blurb,salary,employment_rate
9,Pennsylvania State University--Great Valley,Malvern,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/pennsylvania-state-university-penn-state-great-valley-01515,Unranked,,,Unranked,,N/A,N/A
0,Pennsylvania State University--Harrisburg,Middletown,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/pennsylvania-state-university-penn-state-harrisburg-01318,Unranked,947.0,26.0,Unranked,"The School of Business at Pennsylvania State University--Harrisburg offers these departments and concentrations: accounting, entrepreneurship, finance, general management, marketing, management information systems, and supply chain management/logistics. Its tuition is full-time: $947 per credit (in-state); full-time: $1,468 per credit (out-of-state); part-time: $947 per credit (in-state); and part-time: $1,468 per credit (out-of-state).",N/A,N/A
1,Pittsburg State University (Kelce),Pittsburg,KS,https://www.usnews.com/best-graduate-schools/top-business-schools/pittsburg-state-university-01328,Unranked,8728.0,58.0,Unranked,"The Gladys A. Kelce College of Business at Pittsburg State University (Kelce) offers these departments and concentrations: accounting, general management, human resources management, and international business. Its tuition is full-time: $8,728 per year (in-state); full-time: $19,560 per year (out-of-state); part-time: $375 per credit (in-state); and part-time: $823 per credit (out-of-state).",N/A,N/A
2,Prairie View A&M University,Prairie View,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/prairie-view-a--m-university-01516,Unranked,5096.0,84.0,Unranked,"The College of Business at Prairie View A&M University offers these departments and concentrations: accounting, finance, general management, international business, and management information systems. Its tuition is full-time: $5,096 per year (in-state); full-time: $14,316 per year (out-of-state); part-time: $5,096 per year (in-state); part-time: $14,316 per year (out-of-state); executive: $8,915 per year (in-state); and executive: $8,915 per year (out-of-state).",N/A,N/A
3,Providence College,Providence,RI,https://www.usnews.com/best-graduate-schools/top-business-schools/providence-college-01771,Unranked,,,Unranked,"The School of Business at Providence College offers these departments and concentrations: accounting, finance, general management, international business, and marketing. Its tuition is part-time: $25,740 total program.",N/A,N/A
4,Purdue University--Fort Wayne (Doermer),Fort Wayne,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-purdue-university-fort-wayne-01078,Unranked,453.0,28.0,Unranked,"The Richard T. Doermer School of Business at Purdue University--Fort Wayne (Doermer) offers these departments and concentrations: finance, general management, human resources management, and quantitative analysis/statistics and operations research. Its tuition is full-time: $453 per credit (in-state); full-time: $906 per credit (out-of-state); part-time: $453 per credit (in-state); and part-time: $906 per credit (out-of-state).",N/A,N/A
5,Purdue University--Northwest,Hammond,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/purdue-university-northwest-01794,Unranked,,0.0,Unranked,"The business school at Purdue University--Northwest offers these departments and concentrations: accounting, finance, management information systems, quantitative analysis/statistics and operations research, and tax. Its tuition is part-time: $302 per credit (in-state); part-time: $453 per credit (out-of-state); specialty master's: $302 per credit (in-state); and specialty master's: $453 per credit (out-of-state).",N/A,N/A
6,Queens University of Charlotte (McColl),Charlotte,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/queens-university-of-charlotte-01584,Unranked,,,Unranked,"The McColl School of Business at Queens University of Charlotte (McColl) offers these departments and concentrations: finance, health care administration, international business, and leadership. Its tuition is part-time: $1,165 per credit and specialty master's: $1,165 per credit.",N/A,N/A
7,Radford University,Radford,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/radford-university-01265,Unranked,8915.0,24.0,Unranked,"The College of Business and Economics at Radford University offers these departments and concentrations: general management and quantitative analysis/statistics and operations research. Its tuition is full-time: $8,915 per year (in-state); full-time: $8,915 per year (out-of-state); part-time: $8,915 per credit (in-state); and part-time: $8,915 per credit (out-of-state).",N/A,N/A
8,Ramapo College of New Jersey,Mahwah,NJ,https://www.usnews.com/best-graduate-schools/top-business-schools/ramapo-college-of-new-jersey-01799,Unranked,,,Unranked,"The Anisfield School of Business at Ramapo College of New Jersey offers these departments and concentrations: leadership. Its tuition is part-time: $1,025 per credit (in-state); part-time: $1,025 per credit (out-of-state); specialty master's: $838 per credit (in-state); and specialty master's: $838 per credit (out-of-state).",N/A,N/A
9,Rensselaer Polytechnic Institute (Lally),Troy,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/rensselaer-polytechnic-institute-01153,Unranked,,,Unranked,"The Lally School of Management at Rensselaer Polytechnic Institute (Lally) offers these departments and concentrations: entrepreneurship, finance, general management, manufacturing and technology management, marketing, management information systems, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology.",N/A,N/A
0,Rider University,Lawrenceville,NJ,https://www.usnews.com/best-graduate-schools/top-business-schools/rider-university-01271,Unranked,,0.0,Unranked,"The Norm Brodsky College of Business at Rider University offers these departments and concentrations: accounting, finance, international business, management information systems, and quantitative analysis/statistics and operations research. Its tuition is part-time: $1,020 per credit; executive: $60,000 total program; and specialty master's: $1,020 per credit.",N/A,N/A
1,Robert Morris University,Moon Township,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/robert-morris-university-01601,Unranked,,0.0,Unranked,"The School of Business at Robert Morris University offers these departments and concentrations: general management, human resources management, and tax. Its tuition is part-time: $995 per credit and specialty master's: $970 per credit.",N/A,N/A
2,Rockhurst University (Helzberg),Kansas City,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/rockhurst-university-01513,Unranked,,,Unranked,"The Helzberg School of Management at Rockhurst University (Helzberg) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, human resources management, international business, leadership, not-for-profit management, and quantitative analysis/statistics and operations research. Its tuition is part-time: $740 per credit; executive: $59,500 total program; and specialty master's: $740 per credit.",N/A,N/A
